name,dft_gibbs_free_energy_ev,dft_electronic_energy_ev,dft_entropy_ev,dft_enthalpy_ev,dft_dipole_moment_d,dft_homo_ev,dft_lumo_ev,dft_gap_ev,hf_gibbs_free_energy_ev,hf_electronic_energy_ev,hf_entropy_ev,hf_enthalpy_ev,hf_dipole_moment_d,hf_homo_ev,hf_lumo_ev,hf_gap_ev,mass_au
dimer_006109,-20947.6295971335,-20954.6900895667,1.754106436966,-20945.8754906965,1.46316,-6.5927,-1.0626,5.5301,-20685.5105272141,-20693.8898639587,1.717899764468,-20683.7926274496,3.15212,-9.8273,5.1982,15.0255,228.29
dimer_006116,-19865.6815215448,-19873.3751070633,1.805927010784,-19863.875594534,6.21867,-7.0488,0.0232,7.072,-19612.3180809428,-19621.4575499147,1.749896289158,-19610.5681846536,3.79809,-9.8107,6.7297,16.5404,226.32
dimer_006117,-18991.5675418885,-18999.8597553495,1.80746826448,-18989.7600733519,5.72243,-6.3909,-0.9263,5.4646,-18747.7437155282,-18757.6725975545,1.752275653974,-18745.9914398742,5.18427,-9.8905,5.428,15.3185,224.34
dimer_006118,-20947.7079937211,-20954.6923358678,1.801661623834,-20945.9063323694,6.06004,-6.5378,-0.8333,5.7045,-20685.6885967109,-20694.0272687393,1.73084504379,-20683.9577516671,6.05438,-10.0921,5.5201,15.6122,228.29
dimer_006119,-19866.758045618,-19874.4480691643,1.814339415094,-19864.9437062029,8.58205,-6.459,0.08,6.539,-19613.5857607471,-19622.7639738547,1.747785228746,-19611.8379755184,4.74298,-9.6202,6.5218,16.142,226.32
dimer_006120,-20949.3255558019,-20956.3751854443,1.791426599952,-20947.534129202,10.23612,-7.0129,-0.4918,6.5211,-20687.3437644023,-20695.6920083128,1.761284804286,-20685.5824798701,9.33255,-10.5003,5.3919,15.8922,228.29
dimer_006121,-19866.6642381261,-19874.3189129753,1.856166330148,-19864.8080717959,7.42245,-6.4218,0.1743,6.5961,-19613.7572529765,-19622.8698765418,1.793542014188,-19611.9637112344,6.65332,-9.2198,6.4409,15.6607,226.32
dimer_006122,-20947.3391086356,-20954.3196196893,1.838632392444,-20945.5004762432,3.86094,-6.8156,-1.1865,5.6291,-20685.5710124419,-20693.950553272,1.738834582944,-20683.832177859,5.38715,-9.3816,4.58,13.9616,228.29
dimer_006124,-18991.7426050699,-19000.0196941626,1.844150320136,-18989.8984547497,1.6634,-6.3212,-0.7517,5.5695,-18747.8297427366,-18757.7191154428,1.79878646731,-18746.0309562693,4.2051,-9.6655,5.4378,15.1033,224.34
dimer_006125,-20947.6023990671,-20954.5223535991,1.884565779872,-20945.7178332872,3.73848,-6.6824,-1.196,5.4864,-20685.6024979365,-20693.9295071589,1.76353818032,-20683.8389597562,6.26955,-9.4013,4.9169,14.3182,228.29
dimer_006126,-19865.1650905341,-19872.8256041334,1.825356766726,-19863.3397337674,2.82339,-6.617,-0.9678,5.6492,-19611.8963834279,-19620.9577238446,1.820138980776,-19610.076244175,5.21923,-9.6688,5.35,15.0188,226.32
dimer_006127,-20947.6800383614,-20954.6587235302,1.809880282976,-20945.8701580785,1.50355,-6.8862,-1.0571,5.8291,-20686.0110409163,-20694.2732132639,1.788597974922,-20684.2224429414,1.05981,-10.149,5.0386,15.1876,228.29
dimer_006128,-19866.566472736,-19874.2915644299,1.812103182242,-19864.7543695538,3.56934,-6.3436,0.7017,7.0453,-19613.6071050972,-19622.7902616998,1.758381347906,-19611.8487237493,0.19687,-9.2224,6.8025,16.0249,226.32
dimer_006130,-21011.66538882,-21019.96906209,1.833383585498,-21009.8320052345,6.57082,-6.5023,0.1869,6.6892,-20747.5847165589,-20757.4913595243,1.733201823144,-20745.8515147358,7.7552,-9.8085,11.3969,21.2054,232.32
dimer_006131,-22967.8205601152,-22974.8550735528,1.79505170266,-22966.0255084126,6.23344,-6.7157,0.1428,6.8585,-22685.5039343982,-22693.8166530097,1.715945713834,-22683.7879886844,7.83449,-9.9891,11.2032,21.1923,236.26
dimer_006132,-19055.390659613,-19064.917752529,1.88770243795,-19053.5029571751,2.70457,-6.976,0.4067,7.3827,-18809.3051112102,-18820.7156577761,1.794781765572,-18807.5103294446,3.19981,-10.3796,12.8019,23.1815,228.38
dimer_006133,-21011.5874300638,-21019.8456047846,1.855074880894,-21009.7323551829,4.36084,-6.8049,0.4394,7.2443,-20747.4876744479,-20757.3706413184,1.731527233588,-20745.7561472143,5.37461,-9.9502,12.1316,22.0818,232.32
dimer_006134,-17099.3228654838,-17110.155721919,1.889380564988,-17097.4334849188,0.30922,-7.3943,0.5621,7.9564,-16871.4489195992,-16884.4403124481,1.820681848206,-16869.628237751,0.12135,-10.7508,13.0968,23.8476,224.43
dimer_006135,-19055.5555672277,-19065.1712354276,1.820510144272,-19053.7350570835,2.73397,-6.5948,0.238,6.8328,-18809.5398922578,-18820.9732757191,1.791434763372,-18807.7484577666,2.65678,-9.8103,12.4374,22.2477,228.38
dimer_006136,-19055.5445460665,-19065.0915068419,1.872417522456,-19053.6721285441,2.06316,-7.0722,0.3992,7.4714,-18809.5188099536,-18820.9377691959,1.781849819836,-18807.7369601337,3.09736,-10.2731,12.637,22.9101,228.38
dimer_006137,-21011.9609359172,-21020.3580128619,1.754477872576,-21010.2064577725,0.92552,-6.7546,0.4397,7.1943,-20747.7679652015,-20757.6652958816,1.736375488726,-20746.0315897128,7.68149,-9.5965,11.3873,20.9838,232.32
dimer_006138,-19055.6687383519,-19065.2104832462,1.86301081359,-19053.8057275383,3.64216,-6.4453,0.4621,6.9074,-18809.7724982983,-18821.1002803026,1.839825884448,-18807.9326724138,3.34687,-10.2131,10.7764,20.9895,228.38
dimer_006139,-21011.8393518445,-21020.1109115808,1.834585513036,-21010.0047666036,6.09706,-6.4226,0.1437,6.5663,-20747.8852827988,-20757.6661440609,1.79822999418,-20746.0870528046,6.27948,-9.8344,9.9431,19.7775,232.32
dimer_006140,-16967.0790044081,-16975.4095541057,1.794791561676,-16965.2842128464,0.89996,-7.1008,0.3905,7.4913,-16744.2793541354,-16754.2714857956,1.747836658292,-16742.5315174771,1.47443,-10.4981,8.3546,18.8527,216.37
dimer_006141,-17844.205488225,-17852.0160811309,1.743867603488,-17842.4616206215,0.74162,-8.0427,0.3311,8.3738,-17612.5328896771,-17621.8398197816,1.708658773028,-17610.8242309041,2.70455,-11.6295,7.4509,19.0804,218.34
dimer_006142,-18717.5343972221,-18724.7006737007,1.754265623656,-18715.7801313263,4.52659,-6.481,-0.088,6.393,-18476.6793726977,-18485.2326346429,1.678319694712,-18475.001053003,5.45814,-9.4904,7.0754,16.5658,220.32
dimer_006143,-18922.9631199546,-18929.9562655334,1.8043062998,-18921.1588136548,2.28127,-7.0749,0.0037,7.0786,-18682.3618629601,-18690.7429300776,1.727046060236,-18680.6348166278,4.82268,-10.3016,7.3054,17.607,220.31
dimer_006145,-18923.2427701518,-18930.2825669548,1.783308078762,-18921.4594620731,4.17204,-6.8753,0.1821,7.0574,-18682.2726114729,-18690.707484508,1.696219353632,-18680.5763921193,1.99547,-10.2459,8.4772,18.7231,220.31
dimer_006147,-18990.8346420139,-18999.0857730638,1.861237718766,-18988.9734042952,6.86281,-6.6341,-1.1836,5.4505,-18746.8461140292,-18756.7453184863,1.789568877674,-18745.0565451515,3.53803,-10.4795,5.235,15.7145,224.34
dimer_006148,-20946.8056830172,-20953.7654135411,1.824904513258,-20944.980778504,5.09987,-6.7163,-1.5151,5.2012,-20684.9988791512,-20693.221519321,1.826606586328,-20683.1722725649,2.71798,-10.0646,4.875,14.9396,228.29
dimer_006149,-19865.7131047283,-19873.4392108631,1.809267482248,-19863.9038375181,2.04608,-6.5294,0.1694,6.6988,-19612.575508406,-19621.7543732265,1.756205796476,-19610.8193026095,4.09653,-9.2818,6.4057,15.6875,226.32
dimer_006152,-19865.1944513626,-19872.8076367181,1.86978917333,-19863.3246621892,5.31115,-6.6413,0.4924,7.1337,-19612.1124120114,-19621.1753900101,1.790449710692,-19610.3219623007,3.62813,-9.8041,6.9085,16.7126,226.32
dimer_006153,-19055.328314486,-19064.9349846922,1.84386487255,-19053.4844496135,3.00487,-6.7384,0.417,7.1554,-18808.9635343973,-18820.3905634524,1.804283714338,-18807.1592504108,2.51897,-10.6619,12.3738,23.0357,228.38
dimer_006154,-21011.8718593993,-21020.2320414952,1.791179248326,-21010.0806801509,2.86204,-6.764,0.6864,7.4504,-20747.6669055994,-20757.5567286542,1.738204911148,-20745.9287006882,4.05465,-9.9936,10.1596,20.1532,232.32
dimer_006155,-21011.4273728812,-21019.7471302655,1.828146479454,-21009.5992264017,2.64152,-6.8479,0.4664,7.3143,-20747.0520068724,-20756.9242470091,1.763670699838,-20745.2883361726,4.07129,-10.0808,12.3249,22.4057,232.32
dimer_006156,-17099.3501334835,-17110.1767013642,1.908845967864,-17097.4412875156,0.12465,-7.6018,0.6286,8.2304,-16871.3494118633,-16884.3147400006,1.85477936509,-16869.4946322261,0.04934,-10.8451,13.1975,24.0426,224.43
dimer_006157,-19055.6190035319,-19065.1234671755,1.905281818692,-19053.7137217132,2.94363,-6.5697,0.7519,7.3216,-18809.718630883,-18821.1016906695,1.803597170716,-18807.9150337122,1.91688,-9.9187,10.8461,20.7648,228.38
dimer_006158,-19055.5483191992,-19065.08341526,1.891654077458,-19053.6566651218,1.704,-7.1347,0.4399,7.5746,-18809.3548280707,-18820.759028666,1.808949380982,-18807.5458786897,2.45266,-10.4721,12.7034,23.1755,228.38
dimer_006159,-19054.7639884181,-19064.3063986311,1.877431767134,-19052.886556651,0.49537,-6.7461,0.794,7.5401,-18809.2652475976,-18820.6172635306,1.842288244034,-18807.4229593536,2.14143,-9.9634,12.5025,22.4659,228.38
dimer_006160,-21010.9029713793,-21019.1620176812,1.8474635802,-21009.0555080712,4.4883,-6.5351,0.4112,6.9463,-20747.180140457,-20756.9795158115,1.787090191248,-20745.3930502657,4.55701,-9.9681,11.9874,21.9555,232.32
dimer_006172,-17099.3170817007,-17110.0871388507,1.937896042162,-17097.3791859307,0.22585,-7.0876,0.6746,7.7622,-16870.4219570094,-16883.2935954802,1.866192914706,-16868.5557638226,0.24766,-10.388,11.0989,21.4869,224.43
dimer_006173,-19055.264864032,-19064.7409981591,1.917129390138,-19053.3477346418,2.16613,-6.9507,0.5306,7.4813,-18808.2072637397,-18819.4700611112,1.865170582408,-18806.3420931573,2.11394,-10.2031,10.7302,20.9333,228.38
dimer_006175,-19055.503551004,-19065.0551548606,1.872316296048,-19053.6312344358,2.76758,-6.673,0.4754,7.1484,-18808.1985150025,-18819.4537759047,1.878660633958,-18806.3198546406,3.77525,-10.1357,10.4947,20.6304,228.38
dimer_006176,-21011.4864180817,-21019.7776864908,1.82740469669,-21009.6590136571,3.7356,-6.8127,0.553,7.3657,-20746.2101982674,-20755.9801529283,1.783615567582,-20744.4265826998,3.0848,-9.8734,10.384,20.2574,232.32
dimer_006179,-18927.9953527286,-18935.1680415736,1.70892081881,-18926.2864319098,0.83958,-6.6154,-1.4459,5.1695,-18686.2410227273,-18694.7466369669,1.68949460035,-18684.551528127,6.49533,-10.264,4.0359,14.2999,220.31
dimer_006184,-20948.7367887266,-20955.8197621301,1.742685540272,-20946.9941031864,1.84075,-6.7616,-1.1856,5.576,-20687.5544045843,-20695.9501601434,1.709511578304,-20685.844893006,2.99672,-10.2865,5.034,15.3205,228.29
dimer_006185,-19866.8752532812,-19874.7208735175,1.717506287624,-19865.1577469936,4.05017,-6.8951,0.3186,7.2137,-19614.0986297856,-19623.3507188508,1.697250121464,-19612.4013796641,4.4039,-9.8428,6.6531,16.4959,226.32
dimer_006186,-18993.0608588938,-19001.526662311,1.703315542524,-18991.3575433513,1.06708,-6.584,-0.7162,5.8678,-18749.7374314036,-18759.8240913857,1.6691064589,-18748.0683252168,1.38088,-10.0404,5.6939,15.7343,224.34
dimer_006187,-19868.6375832754,-19876.5427379732,1.687004485136,-19866.9505785181,0.21477,-6.6566,0.4809,7.1375,-19615.7014958056,-19625.0250863618,1.67685490505,-19614.0246406284,0.71141,-9.2659,6.7355,16.0014,226.32
dimer_006188,-20950.3474385676,-20957.5096363295,1.727405250716,-20948.620033589,9.43799,-6.9535,-0.3548,6.5987,-20689.1679176088,-20697.6292221651,1.700838216668,-20687.4670793921,8.93413,-10.6236,5.5838,16.2074,228.29
dimer_006189,-19868.1693776683,-19876.0555170398,1.712303467944,-19866.4570742004,1.87788,-6.3956,0.537,6.9326,-19615.5010530957,-19624.8575757045,1.66401656653,-19613.8370365291,1.68667,-9.2757,6.6413,15.917,226.32
dimer_006190,-20742.8745508404,-20750.1690917904,1.68274345201,-20741.1918073884,0.53357,-6.4789,0.6622,7.1411,-20481.2480007303,-20489.8384745371,1.654796527868,-20479.5932042024,0.33018,-9.3819,7.679,17.0609,228.30
dimer_006192,-19866.3328974255,-19874.1569665051,1.746680990134,-19864.5862164354,6.28807,-7.1224,0.1854,7.3078,-19613.7573196444,-19623.0313927997,1.696516230006,-19612.0608034144,5.13118,-10.0954,6.7444,16.8398,226.32
dimer_006194,-20950.1354925105,-20957.3525786594,1.691941993666,-20948.4435505168,0.89686,-7.4533,-0.2263,7.227,-20688.9898423976,-20697.5305675066,1.646316367172,-20687.3435257583,1.34912,-10.7898,5.8164,16.6062,228.29
dimer_006199,-20949.1819917209,-20956.3343076629,1.708750203332,-20947.4732415176,5.53608,-6.4068,-1.3351,5.0717,-20687.6059895074,-20696.0697561512,1.69103340502,-20685.9149563745,4.03138,-10.0321,4.9333,14.9654,228.29
dimer_006203,-20741.0943603717,-20748.3230461963,1.7192434634,-20739.3751169083,2.55739,-6.0612,0.6497,6.7109,-20479.4630847299,-20487.9170049286,1.705677764158,-20477.7574069657,1.04289,-8.3114,7.3612,15.6726,228.30
dimer_006204,-17035.7478055211,-17045.4011857281,1.80378656206,-17033.9440189591,0.5548,-6.2203,0.4198,6.6401,-16810.2512382925,-16821.7926616242,1.76489330804,-16808.4863449845,0.4235,-9.0789,7.0778,16.1567,220.40
dimer_006205,-18991.5689824601,-18999.8651481048,1.826226987298,-18989.7427557449,3.59732,-6.0678,0.1888,6.2566,-18748.3979589463,-18758.2359268688,1.81395818338,-18746.5840007629,3.92873,-9.0114,6.504,15.5154,224.34
dimer_006206,-18992.0163612779,-19000.4027724422,1.776847003946,-18990.2395142739,1.67509,-6.6285,-0.0032,6.6253,-18748.1584012095,-18758.1104997301,1.744545167348,-18746.41385577,3.22466,-9.4423,6.6352,16.0775,224.34
dimer_006207,-19866.7012755626,-19874.4740925146,1.76048914295,-19864.9407861475,1.88874,-6.4969,0.5221,7.019,-19614.3554357404,-19623.5449949132,1.719297069858,-19612.6361389426,1.75752,-9.35,6.7032,16.0532,226.32
dimer_006208,-17035.7202482642,-17045.3965657766,1.780234823246,-17033.940013441,0.46128,-6.247,0.5736,6.8206,-16810.2092856608,-16821.7887355634,1.72808172612,-16808.4812036625,0.42286,-9.1852,7.1195,16.3047,220.40
dimer_006209,-18991.8998807032,-19000.2688207882,1.777144424548,-18990.1227362787,2.48738,-6.1135,0.4421,6.5556,-18748.1262803287,-18758.0976203024,1.723310751358,-18746.4029693052,3.16551,-9.1523,6.8536,16.0059,224.34
dimer_006210,-19866.8931997437,-19874.6799326056,1.740422912362,-19865.1527768314,2.08911,-6.6752,0.4854,7.1606,-19614.3881299654,-19623.5473495157,1.738107222222,-19612.6500230153,2.38754,-9.454,6.7921,16.2461,226.32
dimer_006211,-18991.3421572094,-18999.7126159627,1.801739720552,-18989.5404174889,3.2179,-6.9576,-0.1392,6.8184,-18747.6094917602,-18757.60869267,1.712053939406,-18745.8974378208,3.52671,-9.9829,6.3917,16.3746,224.34
dimer_006212,-20947.5942800017,-20954.7691188194,1.71011948098,-20945.8841605207,5.37474,-6.7431,-0.5317,6.2114,-20685.5979675105,-20694.0698679139,1.651429389232,-20683.9465381213,6.2086,-9.8622,6.0328,15.895,228.29
dimer_006213,-17035.4196101863,-17045.0837247464,1.797090652862,-17033.6225195335,0.55806,-6.5262,0.1872,6.7134,-16809.8228070446,-16821.3886667577,1.738350764252,-16808.0844562804,0.47632,-9.3556,6.9728,16.3284,220.40
dimer_006214,-18991.5347404506,-18999.9239007828,1.770294498826,-18989.7644459518,3.32676,-6.6148,0.004,6.6188,-18747.7437571616,-18757.7421822744,1.698802803948,-18746.0449543577,3.10264,-9.5805,6.5544,16.1349,224.34
dimer_006215,-18991.4758400148,-18999.8031605356,1.792192872976,-18989.6836474139,2.62088,-6.3711,0.066,6.4371,-18748.1223395737,-18758.018035665,1.74457863737,-18746.3777606642,3.0733,-9.3274,6.4222,15.7496,224.34
dimer_006216,-21012.7736201608,-21021.1902933952,1.75304546448,-21011.0205746963,2.48397,-6.6942,0.3912,7.0854,-20749.4091984791,-20759.3707861592,1.696793786286,-20747.7124046929,3.06588,-9.9477,11.7256,21.6733,232.32
dimer_006217,-19056.6238906013,-19066.2992404764,1.820187144954,-19054.8037034564,2.62057,-7.1679,0.512,7.6799,-18811.1057567603,-18822.631335438,1.76924713204,-18809.3365096283,2.05753,-10.7983,12.9901,23.7884,228.38
dimer_006218,-21013.0308231299,-21021.4694769169,1.764505001362,-21011.2663181285,4.01457,-6.7597,0.4811,7.2408,-20749.1661500639,-20759.1441984641,1.723314833068,-20747.4428349588,5.86536,-10.1773,11.8898,22.0671,232.32
dimer_006219,-19056.5717121976,-19066.2267128435,1.814952215822,-19054.7567599818,2.16658,-6.544,0.6394,7.1834,-18811.462058206,-18822.9207624191,1.798247409476,-18809.6638107965,2.00156,-10.0337,12.0876,22.1213,228.38
dimer_006220,-21012.8111669947,-21021.2280625463,1.763533010154,-21011.0476339846,1.51757,-6.706,0.4364,7.1424,-20749.4495399239,-20759.3814913961,1.73325461326,-20747.7162853106,3.40672,-10.1961,11.5523,21.7484,232.32
dimer_006221,-17100.7136912952,-17111.6836406684,1.82593255995,-17098.8877587353,0.21139,-8.1958,0.6723,8.8681,-16873.3139320834,-16886.4243475959,1.791612453814,-16871.5223196296,0.03167,-11.521,13.603,25.124,224.43
dimer_006222,-19056.9659740905,-19066.6261119766,1.797745359146,-19055.1682287314,2.19788,-6.5499,0.7166,7.2665,-18811.7132349385,-18823.1960947114,1.755976676488,-18809.957258262,3.48877,-9.7637,11.9032,21.6669,228.38
dimer_006223,-19056.9534426966,-19066.6354248061,1.80675124409,-19055.1466914525,3.33395,-7.0986,0.3565,7.4551,-18811.2492378466,-18822.7713955071,1.763875329566,-18809.485362517,3.02022,-10.7628,13.0994,23.8622,228.38
dimer_006224,-19056.7243134567,-19066.373206776,1.814796838728,-19054.9095163459,1.70977,-6.5196,0.7177,7.2373,-18811.557825735,-18823.0142553473,1.79322445715,-18809.7646012779,3.40694,-9.946,12.0141,21.9601,228.38
dimer_006225,-21012.9601804307,-21021.2876212259,1.8032042381,-21011.1569761926,1.96241,-6.7853,0.7604,7.5457,-20750.1526914796,-20759.9814861671,1.775574054654,-20748.377117425,2.96379,-10.1755,11.3855,21.561,232.32
dimer_006226,-21012.8794820308,-21021.2165643692,1.802418100754,-21011.07706393,1.67759,-6.9182,0.7708,7.689,-20750.0225126863,-20759.867405638,1.763935194646,-20748.2585774916,2.42226,-10.1697,11.4735,21.6432,232.32
dimer_006227,-19055.1830513252,-19064.6069278634,1.959224337482,-19053.2238269877,2.49924,-6.4673,0.3956,6.8629,-18808.4435318904,-18819.6968210545,1.871743496078,-18806.5717883943,2.74239,-9.608,10.7693,20.3773,228.38
dimer_006228,-21011.3542283658,-21019.5590311908,1.877297070704,-21009.476931023,4.26291,-6.2295,0.0549,6.2844,-20746.4927864795,-20756.2103469503,1.818465479676,-20744.6743207277,4.53227,-8.9607,10.1318,19.0925,232.32
dimer_006229,-22967.1687499405,-22974.1250001263,1.816674153214,-22965.3520757873,6.07177,-5.9947,-0.053,5.9417,-22684.1714547264,-22692.3480047711,1.770988117412,-22682.400466609,6.51658,-8.8766,9.499,18.3756,236.26
dimer_006230,-17099.2295453481,-17109.9722038836,1.956344827134,-17097.2732005209,0.09011,-6.8118,0.6133,7.4251,-16870.5863590363,-16883.3984603245,1.914469475788,-16868.6718895606,0.16208,-10.0676,11.0868,21.1544,224.43
dimer_006231,-19055.5320307273,-19064.9912499761,1.924715112116,-19053.6073156152,3.25441,-6.3044,0.3437,6.6481,-18808.5656316191,-18819.7547990239,1.923380937174,-18806.6422504098,2.98317,-9.619,10.8052,20.4242,228.38
dimer_006233,-17972.3316557617,-17982.3725597747,1.981392104492,-17970.3502636572,1.7027,-5.9421,0.4862,6.4283,-17734.5183043861,-17746.4418141419,1.96649712836,-17732.5518072578,1.32949,-8.9641,10.682,19.6461,226.41
dimer_006234,-17099.2892613096,-17110.1689450267,1.83308643701,-17097.4561746005,0.12948,-7.5537,0.6671,8.2208,-16871.5077364961,-16884.5204119252,1.781802472,-16869.725933752,0.26287,-10.9244,13.1574,24.0818,224.43
dimer_006235,-19055.6268866745,-19065.1621250509,1.861139213498,-19053.765747461,2.76592,-6.8945,0.4515,7.346,-18809.6245926384,-18821.0631612319,1.744602855516,-18807.879990055,2.67171,-10.1637,12.6984,22.8621,228.38
dimer_006237,-21011.5404580173,-21019.8035302458,1.820427965844,-21009.7200300514,3.9975,-6.6619,0.253,6.9149,-20747.6660130655,-20757.4481489096,1.766639463578,-20745.8993736019,4.27976,-10.2176,10.5845,20.8021,232.32
dimer_006238,-21011.6581426963,-21019.9223357624,1.822772500068,-21009.8353704684,4.79156,-6.2502,0.3443,6.5945,-20747.2753950511,-20757.0667258995,1.774790910562,-20745.5006041406,6.03448,-9.7469,11.7884,21.5353,232.32
dimer_006435,-18922.9565726197,-18929.984235043,1.800821063688,-18921.155751556,1.74983,-6.9272,0.5616,7.4888,-18682.1439042721,-18690.5827673147,1.705622252902,-18680.4382820192,1.42283,-10.3372,8.4805,18.8177,220.31
dimer_006437,-16967.0567656193,-16975.3699400217,1.811578274336,-16965.2451870729,1.57517,-7.0458,0.7161,7.7619,-16744.2961413923,-16754.3023606664,1.731706556714,-16742.5644348356,1.44442,-10.3132,8.5429,18.8561,216.37
dimer_006438,-17844.1391299607,-17851.9113694868,1.777627971126,-17842.3615019896,1.34713,-8.0653,0.5666,8.6319,-17612.4887682968,-17621.7780169778,1.726410129818,-17610.762358167,5.6373,-11.497,7.5269,19.0239,218.34
